CochleariaID	AthalianaID	orthologyEvidence	Athaliana_description
g41254.t1	AT5G53030.1	1-2-1 orthogroup	Note=None: conf_class=2: computational_description=hypothetical protein: conf_rating=****: symbol=None: curator_summary=None: conf_class=1: conf_rating=*****: 
g41255.t1	AT5G53040.1	no orthogroup BLAST	Note=RWP-RK domain-containing protein: curator_summary=Encodes GROUNDED (GRD), a putative RWP-RK-type transcription factor broadly expressed in early development.  GRD promotes zygote elongation and basal cell fates.: symbol=RKD4: full_name=RWP-RK domain-containing 4: computational_description=RWP-RK domain-containing protein: conf_class=7: conf_rating=**: 
g41256.t1	AT3G60040.3	no orthogroup BLAST	Note=None: conf_class=6: computational_description=F-box family protein: conf_rating=**: symbol=None: curator_summary=: 
g41257.t1	ATMG00300.1	no orthogroup BLAST	
g41258.t1	AT3G44570.1	no orthogroup BLAST	Note=Arabidopsis retrotransposon ORF-1 protein: conf_class=6: computational_description=retrotransposon ORF-1 protein: conf_rating=**: symbol=None: curator_summary=None: 
g41259.t1	AT5G07590.3	no orthogroup BLAST	Note=Transducin/WD40 repeat-like superfamily protein: conf_class=1: computational_description=Transducin/WD40 repeat-like superfamily protein: conf_rating=*****: symbol=None: curator_summary=None: 
g41260.t1	AT2G26870.1	no orthogroup BLAST	Note=non-specific phospholipase C2: symbol=NPC2: full_name=non-specific phospholipase C2: computational_description=non-specific phospholipase C2: conf_class=2: conf_rating=****: curator_summary=Non-specific phospholipase C2 involved in gametophyte development.: 
g41261.t1	AT3G44570.1	no orthogroup BLAST	Note=Arabidopsis retrotransposon ORF-1 protein: conf_class=6: computational_description=retrotransposon ORF-1 protein: conf_rating=**: symbol=None: curator_summary=None: 
g41262.t1	AT1G60740.1	no orthogroup BLAST	Note=Thioredoxin superfamily protein: computational_description=Thioredoxin superfamily protein: conf_class=1: conf_rating=*****: symbol=PRXIID: curator_summary=None: 
g41263.t1	AT5G07590.3	no orthogroup BLAST	Note=Transducin/WD40 repeat-like superfamily protein: conf_class=1: computational_description=Transducin/WD40 repeat-like superfamily protein: conf_rating=*****: symbol=None: curator_summary=None: 
g41264.t1	AT4G23160.2	no orthogroup BLAST	full_name=cysteine-rich RLK (RECEPTOR-like protein kinase) 8: Note=None: curator_summary=Encodes a cysteine-rich receptor-like protein kinase.: conf_class=6: symbol=None: computational_description=cysteine-rich RECEPTOR-like kinase: conf_rating=**: 
g41265.t1	AT4G23160.2	no orthogroup BLAST	full_name=cysteine-rich RLK (RECEPTOR-like protein kinase) 8: Note=None: curator_summary=Encodes a cysteine-rich receptor-like protein kinase.: conf_class=6: symbol=None: computational_description=cysteine-rich RECEPTOR-like kinase: conf_rating=**: 
g41266.t1	AT1G46984.1	no orthogroup BLAST	Note=F-box family protein: conf_class=9: computational_description=F-box family protein: conf_rating=*: symbol=None: curator_summary=None: 
g41267.t1	AT5G03390.1	no orthogroup BLAST	Note=Protein of unknown function (DUF295): computational_description=hypothetical protein (DUF295): conf_class=2: conf_rating=****: symbol=AtDOA11: curator_summary=None: 
g41268.t1	AT5G53120.6	1-2-1 orthogroup	Note=spermidine synthase 3: curator_summary=encodes a novel spermine synthase and is a paralog of previously characterized spermidine synthases, SPDS1 and SPDS2. SPDS3 forms heterodimers with SDPS2, which in turn forms heterodimers with SDPS1 in vivo. The gene does not complement speDelta3 deficiency of spermidine synthase in yeast but DOES complement speDelta4 deficiency.: symbol=SPDS3: full_name=spermidine synthase 3: computational_description=spermidine synthase 3: conf_class=2: conf_rating=****: conf_class=3: conf_class=6: conf_rating=**: 
g41269.t1	AT5G53150.3	no orthogroup BLAST	Note=None: conf_class=2: computational_description=DnaJ heat shock amino-terminal domain protein: conf_rating=****: symbol=None: curator_summary=: 
g41270.t1	AT1G05080.1	no orthogroup BLAST	Note=F-box/RNI-like/FBD-like domains-containing protein: conf_class=9: computational_description=F-box/RNI-like/FBD-like domains-containing protein: conf_rating=*: symbol=None: curator_summary=None: 
g41271.t1	AT4G23160.2	no orthogroup BLAST	full_name=cysteine-rich RLK (RECEPTOR-like protein kinase) 8: Note=None: curator_summary=Encodes a cysteine-rich receptor-like protein kinase.: conf_class=6: symbol=None: computational_description=cysteine-rich RECEPTOR-like kinase: conf_rating=**: 
g41272.t1	AT5G44850.1	no orthogroup BLAST	Note=Protein with RNI-like/FBD-like domains: conf_class=8: computational_description=Protein with RNI-like/FBD-like domain: conf_rating=*: symbol=None: curator_summary=None: 
g41273.t1	AT3G29794.1	no orthogroup BLAST	Note=None: symbol=None: computational_description=zinc finger MYM-type-like protein: curator_summary=: 
g41274.t1	AT5G53220.4	1-2-1 orthogroup	Note=None: conf_class=2: computational_description=hypothetical protein: conf_rating=****: symbol=None: curator_summary=None: conf_class=1: conf_rating=*****: 
g41275.t1	AT5G53280.1	no orthogroup BLAST	Note=plastid division1: curator_summary=An integral outer envelope membrane protein (as its homolog PDV2), component of the plastid division machinery. Similar to ARC5, PDV1 localized to a discontinuous ring at the division site in wild-type plants. PDV1 and PDV2 are required for localization of ARC5 at the chloroplast division site. Topological analysis showed that the large N-terminal region of PDV1 upstream of the transmembrane helix bearing a putative coiled-coil domain is exposed to the cytosol. Mutation of the conserved PDV1 C-terminal Gly residue did not block PDV1 insertion into the outer envelope membrane but did abolish its localization to the division site. The mRNA is cell-to-cell mobile.: symbol=PDV1: full_name=PLASTID DIVISION1: computational_description=plastid division1: conf_class=2: conf_rating=****: 
g41276.t1	AT5G53290.1	no orthogroup BLAST	Note=cytokinin response factor 3: curator_summary=encodes a member of the ERF (ethylene response factor) subfamily B-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 7 members in this subfamily. CRF proteins relocalize to the nucleus in response to cytokinin.: symbol=CRF3: full_name=cytokinin response factor 3: computational_description=cytokinin response factor 3: conf_class=1: conf_rating=*****: 
g41277.t1	AT5G53300.1	no orthogroup BLAST	Note=ubiquitin-conjugating enzyme 10: curator_summary=Encodes a ubiquitin conjugating enzyme.: symbol=UBC10: full_name=ubiquitin-conjugating enzyme 10: computational_description=ubiquitin-conjugating enzyme 10: conf_class=2: conf_rating=****: conf_class=4: conf_rating=***: 
g41278.t1	AT5G53310.1	1-2-1 orthogroup	Note=myosin heavy chain-related: conf_class=2: computational_description=myosin heavy chain-like protein: conf_rating=****: symbol=None: curator_summary=None: 
g41279.t1	AT5G53320.1	1-2-1 orthogroup	Note=Leucine-rich repeat protein kinase family protein: conf_class=1: computational_description=Leucine-rich repeat protein kinase family protein: conf_rating=*****: symbol=None: curator_summary=None: 
g41280.t1	AT5G53330.1	1-2-1 orthogroup	Note=Ubiquitin-associated/translation elongation factor EF1B protein: conf_class=2: computational_description=Ubiquitin-associated/translation elongation factor EF1B protein: conf_rating=****: symbol=None: curator_summary=None: 
g41281.t1	AT5G53340.1	1-2-1 orthogroup	Note=Galactosyltransferase family protein: curator_summary=Encodes a hydroxyproline O-galactosyltransferase belongs to CAZy GT31, known to catalyze the addition of the first galactose residues to AGP protein backbones and enable subsequent AGP glycosylation.: computational_description=Galactosyltransferase family protein: conf_class=2: conf_rating=****: symbol=HPGT1: 
g41282.t1	AT5G53350.1	1-2-1 orthogroup	Note=CLP protease regulatory subunit X: curator_summary=CLP protease regulatory subunit CLPX mRNA, nuclear gene: symbol=CLPX: full_name=CLP protease regulatory subunit X: computational_description=CLP protease regulatory subunit X: conf_class=2: conf_rating=****: 
g41283.t1	AT4G27880.1	no orthogroup BLAST	Note=Protein with RING/U-box and TRAF-like domains: computational_description=Protein with RING/U-box and TRAF-like domain: conf_class=2: conf_rating=****: symbol=SINAT4: curator_summary=Encodes an E3 ubiquitin ligase that functions in 26S proteosome pathway. Targeting of proteins for degradation such RD21A results in indirect effects such as loss of drought induced stomatal immunity.: 
g41284.t1	AT5G53370.2	1-2-1 orthogroup	Note=None: symbol=PMEI-PME61: full_name=pectin methylesterase PCR fragment F: computational_description=pectin methylesterase PCR fragment F: conf_class=2: conf_rating=****: curator_summary=Pectin methylesterase inhibitor  INVI-PMEI protein isoform which clustered with a PME.: 
g41285.t1	AT2G48160.2	no orthogroup BLAST	Note=None: curator_summary=HUA and HUA-LIKE (HULK) genes act redundantly to regulate a subset of essential genes, with some (or all) family members also having specific functions.: conf_class=1: computational_description=Tudor/PWWP/MBT domain-containing protein: conf_rating=*****: symbol=None: 
g41286.t1	AT2G38410.1	no orthogroup BLAST	Note=ENTH/VHS/GAT family protein: computational_description=ENTH/VHS/GAT family protein: conf_class=2: conf_rating=****: symbol=TOL6: curator_summary=Encodes a member of the Arabidopsis TOL (TOM1-LIKE) family of ubiquitin binding proteins that acts redundantly in the recognition and further endocytic sorting of a PIN-FORMED (PIN)-type auxin carrier protein at the plasma membrane, modulating dynamic auxin distribution and associated growth responses.: 
g41287.t1	AT3G19380.1	no orthogroup BLAST	Note=plant U-box 25: symbol=PUB25: full_name=plant U-box 25: computational_description=plant U-box 25: conf_class=1: conf_rating=*****: curator_summary=PUB25 and PUB26 are closely related paralogs that encode functional E3 ligases. They function in immune response pathway by targeting BIK1 for degradation.: 
g41288.t1	AT5G53460.1	1-2-1 orthogroup	Note=NADH-dependent glutamate synthase 1: curator_summary=NADH-dependent glutamate synthase The mRNA is cell-to-cell mobile.: symbol=GLT1: full_name=NADH-dependent glutamate synthase 1: computational_description=NADH-dependent glutamate synthase 1: conf_class=2: conf_rating=****: conf_class=4: conf_rating=***: 
g41289.t1	AT5G53480.1	1-2-1 orthogroup	Note=ARM repeat superfamily protein: computational_description=ARM repeat superfamily protein: conf_class=2: conf_rating=****: symbol=KPNB1: curator_summary=Sensitive to ABA, role in drought stress.: 
g41290.t1	AT5G53480.1	1-2-1 orthogroup	Note=ARM repeat superfamily protein: computational_description=ARM repeat superfamily protein: conf_class=2: conf_rating=****: symbol=KPNB1: curator_summary=Sensitive to ABA, role in drought stress.: 
g41291.t1	AT5G53500.1	1-2-1 orthogroup	Note=Transducin/WD40 repeat-like superfamily protein: conf_class=2: computational_description=Transducin/WD40 repeat-like superfamily protein: conf_rating=****: symbol=None: curator_summary=None: 
g41292.t1	AT3G08490.1	no orthogroup BLAST	Note=None: conf_class=1: computational_description=delta-latroinsectotoxin-Lt1a protein: conf_rating=*****: symbol=None: curator_summary=None: 
g41293.t1	AT3G24255.7	no orthogroup BLAST	Note=None: conf_class=6: computational_description=RNA-directed DNA polymerase (reverse transcriptase)-related family protein: conf_rating=**: symbol=None: curator_summary=: 
g41294.t1	AT5G53580.1	1-2-1 orthogroup	Note=NAD(P)-linked oxidoreductase superfamily protein: symbol=PLR1: full_name=pyridoxal reductase 1: computational_description=NAD(P)-linked oxidoreductase superfamily protein: conf_class=2: conf_rating=****: curator_summary=None: 
g41295.t1	AT5G53660.1	no orthogroup BLAST	Note=growth-regulating factor 7: curator_summary=Growth regulating factor encoding transcription activator. One of the nine members of a GRF gene family, containing nuclear targeting domain. Involved in leaf development and expressed in shoot and flower.: symbol=GRF7: full_name=growth-regulating factor 7: computational_description=growth-regulating factor 7: conf_class=1: conf_rating=*****: 
g41296.t1	AT2G22440.1	no orthogroup BLAST	Note=None: conf_class=8: computational_description=non-LTR retroelement reverse transcriptase: conf_rating=*: symbol=None: curator_summary=Frigida like gene.: 
g41297.t1	AT3G24255.7	no orthogroup BLAST	Note=None: conf_class=6: computational_description=RNA-directed DNA polymerase (reverse transcriptase)-related family protein: conf_rating=**: symbol=None: curator_summary=: 
g41298.t1	AT1G43760.1	no orthogroup BLAST	Note=DNAse I-like superfamily protein: conf_class=9: computational_description=DNAse I-like superfamily protein: conf_rating=*: symbol=None: curator_summary=None: 
g41299.t1	AT5G59780.3	1-2-1 orthogroup	Note=myb domain protein 59: curator_summary=Encodes a putative transcription factor (MYB59). In roots it  is involved in K+/NO3- transport and expression of the NPF7.3 transporter.: symbol=MYB59: full_name=myb domain protein 59: computational_description=myb domain protein 59: conf_class=2: conf_rating=****: conf_class=3: 
g41300.t1	AT4G16845.1	no orthogroup BLAST	Note=VEFS-Box of polycomb protein: curator_summary=The VERNALIZATION2 (VRN2) gene mediates vernalization and encodes a nuclear-localized zinc finger protein with similarity to Polycomb group (PcG) proteins of plants and animals. In wild-type Arabidopsis, vernalization results in the stable reduction of the levels of the floral repressor FLC. In vrn2 mutants, FLC expression is downregulated normally in response to vernalization, but instead of remaining low, FLC mRNA levels increase when plants are returned to normal temperatures. VRN2 maintains FLC repression after a cold treatment, serving as a mechanism for the cellular memory of vernalization. Required for complete repression of FLC. Required for the methylation of histone H3: symbol=VRN2: full_name=REDUCED VERNALIZATION RESPONSE 2: computational_description=VEFS-Box of polycomb protein: conf_class=2: conf_rating=****: conf_class=6: conf_rating=**: 
